BEDROOMS,PROPERTY TYPE,HAS GYM,EN SUITE,SWIMMING POOL,Has DSQ,Has GARDEN,LOCATION,SELLING PRICE 
4,Townhouse,0,1,0,0,0,Westlands,"65,000,000"
4,Villa,0,1,0,0,0,Kiambu Road,"57,000,000"
4,House,0,1,0,0,0,Ngong,"25,000,000"
3,House,0,1,0,0,0,Nanyuki,"16,500,000"
3,House,0,1,0,0,0,Kitengela,"6,000,000"
5,Townhouse,0,0,1,0,0,Westlands,"90,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"33,000,000"
3,House,0,1,0,0,0,Athi River,"11,700,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"34,000,000"
3,House,0,1,0,0,0,Ongata Rongai,"13,000,000"
4,Villa,0,1,0,0,0,Kiambu Road,"38,000,000"
4,House,0,1,0,0,0,Ruiru,"28,500,000"
7,House,0,1,0,0,0,Thika,"20,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"69,000,000"
3,Villa,0,1,0,0,0,Shanzu,"75,000,000"
3,House,0,1,0,0,0,Ngong,"15,000,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"29,500,000"
4,House,0,1,0,1,0,Kitengela,"5,800,000"
3,Townhouse,0,1,0,0,0,Juja,"9,500,000"
3,NOT PROVIDED,0,0,0,0,0,Kitengela,"4,500,000"
5,Townhouse,0,1,0,0,0,Westlands,"120,000,000"
4,House,0,1,0,0,0,Ngong,"14,500,000"
3,Townhouse,0,1,0,0,0,Westlands,"40,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"60,000,000"
5,House,0,1,0,0,0,Karen,"99,000,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"47,000,000"
5,Townhouse,0,1,0,1,0,Lavington,"55,000,000"
5,House,0,1,0,0,0,Westlands,"230,000,000"
3,Townhouse,0,1,0,0,0,Buruburu,"10,000,000"
4,Townhouse,0,1,0,1,0,Kiambu Road,"24,500,000"
4,House,0,1,0,0,0,Westlands,"75,000,000"
3,House,0,1,0,0,0,Juja,"8,500,000"
5,House,0,1,0,0,0,Westlands,"200,000,000"
4,House,0,1,0,0,0,Syokimau,"18,000,000"
5,House,0,0,1,0,0,Syokimau,"23,000,000"
4,Townhouse,0,0,0,0,0,Syokimau,"14,500,000"
5,NOT PROVIDED,0,0,0,0,0,Lavington,"55,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"35,000,000"
4,Townhouse,0,1,0,0,0,Kitengela,"17,000,000"
4,House,0,1,0,0,0,Mombasa Island,"16,500,000"
2,House,0,1,0,0,0,Bamburi,"5,500,000"
4,House,0,1,0,0,0,Ongata Rongai,"12,000,000"
4,House,0,1,0,0,0,Karen,"65,000,000"
3,House,0,1,0,0,0,Kitengela,"9,000,000"
5,House,0,1,0,0,0,Karen,"60,000,000"
5,House,0,1,0,0,0,Kitengela,"11,000,000"
4,Townhouse,0,1,0,0,0,Langata,"42,000,000"
4,House,0,0,0,0,0,Roysambu,"15,000,000"
4,House,0,1,0,0,0,Westlands,"45,000,000"
4,House,0,0,0,0,0,Westlands,"98,000,000"
5,House,0,1,0,0,0,Syokimau,"24,000,000"
4,Villa,0,1,0,0,0,Westlands,"47,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"130,000,000"
4,Villa,0,1,0,0,0,Nyali,"55,000,000"
5,House,0,1,0,0,1,Roysambu,"59,000,000"
4,House,0,0,0,0,0,Westlands,"35,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"34,000,000"
4,Townhouse,0,0,0,0,0,Lavington,"75,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"50,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"49,000,000"
3,House,0,1,0,0,0,Athi River,"13,600,000"
3,House,0,1,0,0,0,South C,"12,700,000"
2,NOT PROVIDED,0,0,0,0,0,Kikambala,"17,000,000"
3,Villa,0,1,0,0,0,Kikambala,"39,000,000"
4,House,0,1,0,0,0,Mombasa Island,"170,000,000"
5,NOT PROVIDED,0,0,0,0,0,Westlands,"120,000,000"
4,House,0,1,0,0,0,Kiambu Road,"85,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"90,000,000"
4,House,0,1,0,0,0,Syokimau,"33,000,000"
4,Townhouse,0,1,0,0,0,Nyali,"43,000,000"
4,Townhouse,0,1,0,0,0,Kilimani,"53,000,000"
4,House,0,1,0,0,0,Nairobi,"165,000,000"
5,House,0,0,1,0,0,Karen,"220,863,379"
5,House,0,1,0,0,0,Ridgeways,"85,000,000"
4,Townhouse,0,1,0,0,0,Nyali,"33,000,000"
3,Townhouse,0,1,0,0,0,Athi River,"10,900,000"
5,Townhouse,0,1,0,0,0,Lavington,"65,000,000"
4,Townhouse,0,1,0,0,0,Kikuyu,"13,000,000"
3,House,0,0,0,0,0,Karen,"75,000,000"
4,Townhouse,0,1,0,0,0,Ngong,"25,000,000"
4,House,0,1,0,0,0,Kitengela,"10,500,000"
4,House,0,1,0,0,0,Westlands,"90,000,000"
3,House,0,0,0,0,0,Muchatha and Banana,"8,500,000"
3,House,0,0,0,0,0,Kitengela,"6,000,000"
4,NOT PROVIDED,0,0,0,0,0,Nyali,"110,000,000"
5,Villa,0,1,0,1,0,Kitengela,"20,000,000"
5,NOT PROVIDED,0,0,0,0,0,Kileleshwa,"65,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"50,000,000"
4,Townhouse,0,1,0,0,0,Mombasa Island,"85,000,000"
3,House,0,1,0,0,0,Kamulu Joska Malaa,"5,990,000"
5,Townhouse,0,1,0,0,0,Kileleshwa,"35,000,000"
4,House,0,1,0,0,0,Nyali,"40,000,000"
3,NOT PROVIDED,0,0,0,0,0,South C,"17,800,000"
5,NOT PROVIDED,0,0,0,0,0,Ongata Rongai,"40,000,000"
3,Villa,0,1,0,0,0,Kitengela,"7,000,000"
3,House,0,0,0,0,0,Ruiru,"6,300,000"
3,Villa,0,0,0,0,0,Ruiru,"7,800,000"
6,Townhouse,0,1,0,0,0,Ongata Rongai,"45,000,000"
7,House,0,1,0,0,0,Karen,"100,000,000"
5,House,0,0,0,0,0,Westlands,"48,000,000"
4,House,0,1,0,0,0,Syokimau,"18,000,000"
3,House,0,1,0,0,0,Ruiru,"11,500,000"
4,Villa,0,1,0,0,0,Kiambu Road,"30,000,000"
4,House,0,1,0,0,0,Ruiru,"15,500,000"
3,NOT PROVIDED,0,0,0,0,0,Langata,"16,000,000"
3,House,0,1,0,0,0,Ngong,"14,500,000"
4,NOT PROVIDED,0,0,0,0,0,Nyali,"150,000,000"
5,House,0,1,0,0,0,Mombasa Island,"70,000,000"
3,Townhouse,0,1,0,0,0,Mombasa Road,"35,000,000"
5,Townhouse,0,0,0,0,0,Westlands,"45,000,000"
5,Villa,0,1,0,0,0,Westlands,"85,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"40,000,000"
5,NOT PROVIDED,0,0,0,0,0,Westlands,"160,000,000"
5,Villa,0,1,0,0,0,Westlands,"100,000,000"
3,House,0,1,0,0,0,Ngong,"7,600,000"
1,House,0,1,0,0,0,Malindi,"4,800,000"
3,House,0,1,0,1,0,Kenyatta Road,"10,250,000"
4,House,0,1,0,0,0,Kitengela,"6,200,000"
4,House,0,1,0,0,0,Westlands,"40,000,000"
3,Townhouse,0,1,0,0,0,Mtwapa,"27,000,000"
4,House,0,0,0,0,0,Kitengela,"10,000,000"
4,House,0,1,0,0,0,Westlands,"45,800,000"
3,House,0,1,0,0,0,Imara Daima,"12,000,000"
4,NOT PROVIDED,0,0,0,0,0,Vipingo,"97,000,000"
3,NOT PROVIDED,0,0,0,0,0,Kitengela,"6,000,000"
6,House,0,1,0,0,0,Karen,"130,000,000"
3,House,0,1,0,0,0,Athi River,"8,000,000"
4,House,0,1,0,0,0,Nyali Area,"75,000,000"
4,House,0,1,0,0,0,Vipingo,"65,000,000"
3,Villa,0,1,0,0,0,Kikambala,"95,000,000"
4,Townhouse,0,1,0,1,0,Lavington,"52,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"65,000,000"
4,House,0,1,0,0,0,Kiambu Road,"88,000,000"
4,House,0,1,0,0,0,Westlands,"100,000,000"
6,Villa,0,1,0,0,0,Lavington,"110,000,000"
6,House,0,1,0,0,0,Westlands,"120,000,000"
7,House,0,1,0,0,0,Westlands,"130,000,000"
3,Townhouse,0,1,0,0,0,Nyali,"21,000,000"
5,House,0,1,0,0,0,Westlands,"85,000,000"
3,House,0,1,0,0,0,Kikuyu,"12,000,000"
5,House,1,0,0,0,0,Ruiru,"25,500,000"
3,House,0,1,0,0,0,Ukunda,"5,250,000"
3,House,0,1,0,0,0,Ongata Rongai,"6,500,000"
3,House,0,1,0,0,0,Kiambu Road,"25,000,000"
3,House,0,0,0,0,0,Nanyuki,"72,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"82,000,000"
5,Townhouse,0,1,0,0,0,Nyali,"60,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"135,000,000"
4,Townhouse,0,1,0,0,0,Kajiado County,"12,500,000"
4,NOT PROVIDED,0,0,0,0,0,Shanzu,"45,000,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"85,000,000"
6,NOT PROVIDED,0,0,0,0,0,Nyali,"160,000,000"
4,Townhouse,0,1,0,1,0,Kiambu Road,"40,000,000"
3,NOT PROVIDED,0,0,0,0,0,Namanga,"24,000,000"
6,House,0,1,0,0,0,Karen Hardy,"120,000,000"
4,House,0,0,0,0,0,Naivasha,"90,000,000"
5,Townhouse,0,1,0,1,0,Westlands,"40,000,000"
5,House,0,1,0,0,0,Lavington,"40,000,000"
4,House,0,1,0,0,0,Kiambu Town,"24,500,000"
3,House,0,1,0,0,0,Kamulu Joska Malaa,"6,000,000"
4,House,0,1,0,0,0,Kiambu Road,"28,000,000"
4,Townhouse,0,1,0,0,0,Nyali,"18,500,000"
3,Townhouse,0,1,0,0,0,Kitengela,"12,000,000"
4,House,0,1,0,0,0,Westlands,"130,000,000"
2,Townhouse,0,0,1,0,0,Shanzu,"7,500,000"
4,House,0,1,0,1,0,Kitengela,"6,200,000"
1,House,0,1,0,0,0,Malindi,"4,450,000"
4,House,0,1,0,1,0,Kiambu Road,"24,500,000"
3,House,0,1,0,0,0,Ruiru,"8,600,000"
3,House,0,1,0,0,0,Watamu,"32,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"65,000,000"
4,Villa,0,1,0,0,0,Mombasa Road,"20,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"65,000,000"
5,NOT PROVIDED,0,0,0,0,0,Bamburi,"16,000,000"
4,House,0,1,0,0,0,Kiambu Road,"37,000,000"
4,Townhouse,0,1,0,0,0,Bamburi,"16,000,000"
5,Villa,0,0,0,0,0,Syokimau,"15,000,000"
5,NOT PROVIDED,0,0,0,0,0,Nyali,"25,500,000"
3,NOT PROVIDED,0,0,0,0,0,Kenyatta Road,"7,700,000"
3,House,0,1,0,0,0,Naivasha,"4,500,000"
4,Villa,0,1,0,0,0,Ngong,"14,500,000"
5,NOT PROVIDED,0,0,0,0,0,Nyali,"38,000,000"
3,House,0,0,0,0,0,Langata,"16,000,000"
8,House,0,1,0,1,0,Westlands,"160,000,000"
6,House,0,1,0,0,0,Westlands,"140,000,000"
4,NOT PROVIDED,0,0,0,1,0,Muthaiga,"40,000,000"
4,Townhouse,0,0,1,1,0,South C,"20,950,000"
4,Townhouse,0,1,0,0,0,Eastleigh,"12,000,000"
6,House,0,1,0,0,0,Westlands,"275,000,000"
3,Townhouse,0,1,0,0,0,Athi River,"6,500,000"
4,Villa,0,1,0,0,1,Roysambu,"27,000,000"
3,NOT PROVIDED,0,0,0,0,0,Mtwapa,"39,000,000"
4,House,0,1,0,0,0,South C,"26,000,000"
3,Villa,0,1,0,0,0,Kikambala,"20,000,000"
4,Townhouse,0,1,0,0,0,Syokimau,"15,500,000"
5,Townhouse,0,1,0,1,0,Westlands,"70,000,000"
4,House,0,1,0,0,0,Syokimau,"19,000,000"
3,Villa,0,1,0,0,0,Mtwapa,"7,500,000"
5,Villa,0,1,0,0,0,Westlands,"100,000,000"
3,Townhouse,0,1,0,0,0,Mtwapa,"7,500,000"
4,Villa,0,1,0,0,0,Vipingo,"55,000,000"
3,Townhouse,0,1,0,0,0,Mombasa Island,"27,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"45,000,000"
6,House,0,1,0,0,0,Muthaiga,"350,000,000"
3,House,0,1,0,0,0,Embakasi,"12,500,000"
6,House,0,1,0,0,0,Shanzu,"70,000,000"
5,House,0,1,0,0,0,Westlands,"150,000,000"
3,House,0,1,0,0,0,Ruiru,"8,700,000"
4,House,0,1,0,0,0,Westlands,"85,000,000"
3,House,0,1,0,0,0,Ruiru,"7,500,000"
3,House,0,0,0,0,0,Gilgil,"17,000,000"
4,House,0,1,0,0,0,Nakuru County,"7,500,000"
3,House,0,1,0,0,0,Westlands,"648,000,000"
3,House,0,1,0,0,0,Syokimau,"12,500,000"
6,NOT PROVIDED,0,0,0,0,0,Kileleshwa,"28,500,000"
4,Townhouse,0,1,0,0,0,Ruai,"12,600,000"
5,Townhouse,0,0,0,0,0,Lavington,"75,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"70,000,000"
4,Villa,0,1,0,0,0,Roysambu,"45,000,000"
3,Townhouse,0,0,0,0,0,Kiambu Road,"21,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"65,000,000"
5,House,0,1,0,0,0,Limuru,"20,000,000"
3,NOT PROVIDED,0,0,0,0,0,Ngumo Estate,"16,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"30,000,000"
4,Townhouse,0,1,0,0,0,Karen,"85,000,000"
4,House,0,1,0,1,0,Kiambu Road,"28,000,000"
4,Townhouse,0,0,1,0,0,Kiambu Road,"30,000,000"
2,House,0,1,0,0,0,Kikambala,"4,500,000"
4,NOT PROVIDED,0,0,0,0,0,Ruiru,"26,000,000"
4,Townhouse,0,1,0,0,0,Ruiru,"12,000,000"
3,House,0,0,0,0,0,Juja,"7,000,000"
4,Townhouse,0,1,0,0,0,Nyali,"26,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"26,800,000"
6,House,0,1,0,0,0,Nyali,"85,000,000"
3,House,0,1,0,0,0,Vipingo,"14,800,000"
4,House,0,1,0,0,0,Kitengela,"15,900,000"
4,NOT PROVIDED,0,0,0,0,0,Nyali,"61,000,000"
4,House,0,1,0,1,0,Ngong,"16,500,000"
3,House,0,1,0,0,0,Juja,"6,750,000"
4,House,0,1,0,0,0,Kikambala,"85,000,000"
4,House,0,1,0,0,1,Mombasa Road,"14,000,000"
4,Townhouse,0,1,0,0,0,Ruiru,"15,500,000"
4,Villa,0,1,0,1,0,Kiambu Road,"29,990,000"
5,NOT PROVIDED,0,0,0,0,0,Kileleshwa,"55,000,000"
5,House,0,1,0,0,0,Ngong Road,"30,000,000"
5,Villa,0,1,0,0,0,Westlands,"160,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"50,000,000"
3,House,0,1,0,0,0,Kiambu Road,"20,295,000"
2,House,0,1,0,0,0,Athi River,"11,980,000"
4,Villa,0,1,0,0,0,Kiambu Road,"29,400,000"
4,Townhouse,0,1,0,0,0,Karen,"12,000,000"
3,House,0,1,0,0,0,Nyali Area,"27,000,000"
4,NOT PROVIDED,0,0,0,0,0,Bamburi,"16,500,000"
3,Townhouse,0,1,0,0,0,Kikuyu,"8,500,000"
5,Townhouse,0,0,0,1,0,Lavington,"350,000,000"
4,Villa,0,1,0,0,0,Ruiru,"12,600,000"
4,House,0,1,0,0,0,Muthaiga,"138,000,000"
3,Townhouse,0,1,0,0,0,Nyali,"12,980,000"
8,House,0,1,0,0,0,Nyali,"85,000,000"
5,Villa,0,1,0,0,0,Kenyatta Road,"38,000,000"
3,House,0,0,0,0,0,Ongata Rongai,"6,800,000"
3,NOT PROVIDED,0,0,0,0,0,Kitengela,"6,250,000"
5,House,0,1,0,0,0,Mombasa Island,"70,000,000"
3,NOT PROVIDED,0,0,0,0,0,Kitengela,"6,200,000"
2,House,0,1,0,0,0,Ngong Road,"12,500,000"
4,House,0,1,0,0,0,Kilifi County,"95,000,000"
6,Townhouse,0,1,0,0,0,Thika,"45,000,000"
6,House,0,1,0,0,0,Nyali,"132,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"30,000,000"
4,Villa,0,1,0,0,0,Karen,"75,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"55,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"211,840,000"
6,Townhouse,0,1,0,0,0,Kisumu,"70,000,000"
3,House,0,0,0,0,0,Kajiado County,"6,000,000"
9,House,0,1,0,0,0,Westlands,"72,000,000"
4,House,0,1,0,0,0,Nyali,"35,000,000"
3,House,0,0,0,0,0,Kitengela,"6,500,000"
4,Townhouse,0,1,0,0,0,Ngong,"16,500,000"
4,NOT PROVIDED,0,0,0,0,0,Athi River,"20,000,000"
3,House,0,1,0,0,0,Kitengela,"10,500,000"
5,Villa,0,1,0,0,0,Karen Hardy,"95,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"55,000,000"
6,Villa,0,1,0,0,0,Lavington,"121,000,000"
3,Townhouse,0,1,0,0,0,Ridgeways,"24,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"35,000,000"
4,Townhouse,0,1,0,0,0,Ngong,"12,500,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"42,500,000"
5,House,0,1,0,0,0,Karen,"95,000,000"
4,House,0,0,0,0,0,Ongata Rongai,"12,000,000"
3,House,0,0,0,0,0,Kiserian,"5,800,000"
3,House,0,0,0,0,0,Kitengela,"6,300,000"
4,Townhouse,0,0,0,0,0,Nyali,"41,000,000"
5,NOT PROVIDED,0,0,0,0,0,Muthaiga,"270,000,000"
6,House,0,1,0,0,0,Thika,"45,000,000"
4,House,0,1,0,0,0,Westlands,"65,000,000"
3,House,0,0,0,0,0,Langata,"16,000,000"
6,House,0,1,0,0,0,Westlands,"80,000,000"
4,House,0,1,0,0,0,Kitengela,"5,500,000"
7,House,0,1,0,0,0,Nyali Area,"135,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"55,000,000"
5,Townhouse,0,1,0,0,0,Syokimau,"35,000,000"
3,Townhouse,0,1,0,0,0,Kileleshwa,"33,000,000"
4,House,0,1,0,0,0,Ruiru,"26,000,000"
5,NOT PROVIDED,0,0,0,0,0,Lavington,"54,000,000"
3,NOT PROVIDED,0,0,0,0,0,Kileleshwa,"45,000,000"
5,Townhouse,0,1,0,0,0,Karen,"130,000,000"
4,House,0,1,0,0,0,Kikambala,"75,000,000"
4,NOT PROVIDED,0,0,0,0,0,Nyali,"33,000,000"
9,House,0,1,0,0,0,Westlands,"200,000,000"
5,Villa,0,1,0,0,0,Westlands,"100,000,000"
6,Villa,0,1,0,1,0,Westlands,"120,000,000"
6,Villa,0,1,0,0,0,Lavington,"121,000,000"
3,Villa,0,1,0,0,0,Mtwapa,"21,500,000"
3,Villa,0,1,0,0,0,Mtwapa,"45,000,000"
4,Townhouse,0,1,0,1,0,Westlands,"41,000,000"
4,Townhouse,0,1,0,0,0,Kileleshwa,"38,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"50,000,000"
3,House,0,1,0,0,0,Ruiru,"8,500,000"
5,Townhouse,0,1,0,1,0,Lavington,"50,000,000"
4,House,0,0,0,0,0,Lavington,"170,000,000"
4,House,0,1,0,0,0,Nyali,"20,500,000"
5,NOT PROVIDED,0,0,0,0,0,Roysambu,"23,500,000"
5,House,0,1,0,0,0,Mtwapa,"60,000,000"
5,House,0,1,0,0,0,Westlands,"130,000,000"
5,Villa,0,1,0,0,0,Vipingo,"100,000,000"
3,Townhouse,0,1,0,0,0,Mombasa Road,"12,000,000"
5,House,0,0,1,0,0,Karen,"135,000,000"
4,Townhouse,0,1,0,1,0,Westlands,"70,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"40,000,000"
5,Townhouse,0,1,0,0,0,Roysambu,"29,850,000"
4,House,0,1,0,0,0,Ruiru,"10,500,000"
4,Villa,0,1,0,0,0,Kiambu Road,"28,000,000"
3,House,0,1,0,0,0,Kenyatta Road,"5,250,000"
4,House,0,1,0,0,0,Kitengela,"8,700,000"
4,House,0,1,0,0,0,Thika,"25,000,000"
3,House,0,1,0,0,0,Kitengela,"5,800,000"
3,NOT PROVIDED,0,0,0,0,0,Kitengela,"4,500,000"
4,Townhouse,0,1,0,0,0,Ruiru,"19,000,000"
4,House,0,0,0,1,0,Kiambu Town,"13,500,000"
4,Villa,0,1,0,0,0,Lavington,"65,000,000"
4,House,0,1,0,0,0,Ngong,"16,500,000"
5,Townhouse,0,1,0,0,0,Lavington,"95,000,000"
5,NOT PROVIDED,0,0,0,0,0,Karen,"59,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"350,000,000"
4,NOT PROVIDED,0,0,0,0,0,Lavington,"185,000,000"
4,House,0,1,0,0,0,Westlands,"45,000,000"
3,House,0,1,0,0,0,Kenyatta Road,"10,050,000"
4,House,0,1,0,0,0,Argwing Kodek Road.,"100,000,000"
4,House,0,0,0,0,0,Roysambu,"55,000,000"
3,House,0,1,0,0,0,Mtwapa,"16,500,000"
3,Villa,0,1,0,0,0,Mtwapa,"17,000,000"
5,NOT PROVIDED,0,0,0,0,0,Karen,"140,000,000"
3,House,0,1,0,0,0,Kitengela,"8,000,000"
4,Townhouse,0,1,0,0,0,Kajiado,"13,000,000"
6,House,0,1,0,0,0,Westlands,"150,000,000"
4,Townhouse,0,1,0,0,0,Langata,"36,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"25,000,000"
5,Villa,0,1,0,0,0,Lavington,"60,000,000"
4,Villa,0,1,0,0,0,Ruiru,"13,800,000"
5,House,0,1,0,0,0,Westlands,"200,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"35,000,000"
3,House,0,1,0,0,0,Ukunda,"7,499,000"
3,House,0,1,0,0,0,Kileleshwa,"18,000,000"
6,Villa,0,1,0,0,0,Nyali,"60,000,000"
5,House,0,1,0,0,0,Karen,"199,000,000"
4,House,0,1,0,0,0,Kitengela,"16,000,000"
4,House,0,1,0,0,0,Syokimau,"13,800,000"
4,Townhouse,0,0,0,0,0,Lavington,"79,000,000"
3,House,0,1,0,0,0,Ruiru,"7,800,000"
